,Indicator Name,Country Name,Country Code,Value
17039,"Population, ages 7-10, female",Netherlands,1,1
17040,"Population, ages 7-10, female",Norway,1,1
17041,"Population, ages 7-10, female",Portugal,1,1
17042,"Population, ages 7-10, female",Spain,1,1
17043,"Population, ages 7-10, female",Sweden,1,1
17044,"Population, ages 7-10, female",Switzerland,1,1
17045,"Population, ages 7-10, female",United Kingdom,1,1
17046,"Population, ages 7-10, male",Austria,1,1
17047,"Population, ages 7-10, male",Belgium,1,1
17048,"Population, ages 7-10, male",Bulgaria,1,1
17049,"Population, ages 7-10, male",Denmark,1,1
17050,"Population, ages 7-10, male",Finland,1,1
17051,"Population, ages 7-10, male",France,1,1
17052,"Population, ages 7-10, male",Germany,1,1
17053,"Population, ages 7-10, male",Greece,1,1
17054,"Population, ages 7-10, male",Hungary,1,1
17055,"Population, ages 7-10, male",Ireland,1,1
17056,"Population, ages 7-10, male",Italy,1,1
17057,"Population, ages 7-10, male",Netherlands,1,1
17058,"Population, ages 7-10, male",Norway,1,1
17059,"Population, ages 7-10, male",Portugal,1,1
17060,"Population, ages 7-10, male",Spain,1,1
17061,"Population, ages 7-10, male",Sweden,1,1
17062,"Population, ages 7-10, male",Switzerland,1,1
17063,"Population, ages 7-10, male",United Kingdom,1,1
17064,"Population, ages 7-10, total",Austria,1,1
17065,"Population, ages 7-10, total",Belgium,1,1
17066,"Population, ages 7-10, total",Bulgaria,1,1
17067,"Population, ages 7-10, total",Denmark,1,1
17068,"Population, ages 7-10, total",Finland,1,1
17069,"Population, ages 7-10, total",France,1,1
17070,"Population, ages 7-10, total",Germany,1,1
17071,"Population, ages 7-10, total",Greece,1,1
17072,"Population, ages 7-10, total",Hungary,1,1
17073,"Population, ages 7-10, total",Ireland,1,1
17074,"Population, ages 7-10, total",Italy,1,1
17075,"Population, ages 7-10, total",Netherlands,1,1
17076,"Population, ages 7-10, total",Norway,1,1
17077,"Population, ages 7-10, total",Portugal,1,1
17078,"Population, ages 7-10, total",Spain,1,1
17079,"Population, ages 7-10, total",Sweden,1,1
17080,"Population, ages 7-10, total",Switzerland,1,1
17081,"Population, ages 7-10, total",United Kingdom,1,1
17082,"Population, ages 7-11, female",Austria,1,1
17083,"Population, ages 7-11, female",Belgium,1,1
17084,"Population, ages 7-11, female",Bulgaria,1,1
17085,"Population, ages 7-11, female",Denmark,1,1
17086,"Population, ages 7-11, female",Finland,1,1
17087,"Population, ages 7-11, female",France,1,1
17088,"Population, ages 7-11, female",Germany,1,1
17089,"Population, ages 7-11, female",Greece,1,1
17090,"Population, ages 7-11, female",Hungary,1,1
17091,"Population, ages 7-11, female",Ireland,1,1
17092,"Population, ages 7-11, female",Italy,1,1
17093,"Population, ages 7-11, female",Netherlands,1,1
17094,"Population, ages 7-11, female",Norway,1,1
17095,"Population, ages 7-11, female",Portugal,1,1
17096,"Population, ages 7-11, female",Spain,1,1
17097,"Population, ages 7-11, female",Sweden,1,1
17098,"Population, ages 7-11, female",Switzerland,1,1
17099,"Population, ages 7-11, female",United Kingdom,1,1
17100,"Population, ages 7-11, male",Austria,1,1
17101,"Population, ages 7-11, male",Belgium,1,1
17102,"Population, ages 7-11, male",Bulgaria,1,1
17103,"Population, ages 7-11, male",Denmark,1,1
17104,"Population, ages 7-11, male",Finland,1,1
17105,"Population, ages 7-11, male",France,1,1
17106,"Population, ages 7-11, male",Germany,1,1
17107,"Population, ages 7-11, male",Greece,1,1
17108,"Population, ages 7-11, male",Hungary,1,1
17109,"Population, ages 7-11, male",Ireland,1,1
17110,"Population, ages 7-11, male",Italy,1,1
17111,"Population, ages 7-11, male",Netherlands,1,1
17112,"Population, ages 7-11, male",Norway,1,1
17113,"Population, ages 7-11, male",Portugal,1,1
17114,"Population, ages 7-11, male",Spain,1,1
17115,"Population, ages 7-11, male",Sweden,1,1
17116,"Population, ages 7-11, male",Switzerland,1,1
17117,"Population, ages 7-11, male",United Kingdom,1,1
17118,"Population, ages 7-11, total",Austria,1,1
17119,"Population, ages 7-11, total",Belgium,1,1
17120,"Population, ages 7-11, total",Bulgaria,1,1
17121,"Population, ages 7-11, total",Denmark,1,1
17122,"Population, ages 7-11, total",Finland,1,1
17123,"Population, ages 7-11, total",France,1,1
17124,"Population, ages 7-11, total",Germany,1,1
17125,"Population, ages 7-11, total",Greece,1,1
17126,"Population, ages 7-11, total",Hungary,1,1
17127,"Population, ages 7-11, total",Ireland,1,1
17128,"Population, ages 7-11, total",Italy,1,1
17129,"Population, ages 7-11, total",Netherlands,1,1
17130,"Population, ages 7-11, total",Norway,1,1
17131,"Population, ages 7-11, total",Portugal,1,1
17132,"Population, ages 7-11, total",Spain,1,1
17133,"Population, ages 7-11, total",Sweden,1,1
17134,"Population, ages 7-11, total",Switzerland,1,1
17135,"Population, ages 7-11, total",United Kingdom,1,1
17136,"Population, ages 7-12, female",Austria,1,1
17137,"Population, ages 7-12, female",Belgium,1,1
17138,"Population, ages 7-12, female",Bulgaria,1,1
17139,"Population, ages 7-12, female",Denmark,1,1
17140,"Population, ages 7-12, female",Finland,1,1
17141,"Population, ages 7-12, female",France,1,1
17142,"Population, ages 7-12, female",Germany,1,1
17143,"Population, ages 7-12, female",Greece,1,1
17144,"Population, ages 7-12, female",Hungary,1,1
17145,"Population, ages 7-12, female",Ireland,1,1
17146,"Population, ages 7-12, female",Italy,1,1
17147,"Population, ages 7-12, female",Netherlands,1,1
17148,"Population, ages 7-12, female",Norway,1,1
17149,"Population, ages 7-12, female",Portugal,1,1
17150,"Population, ages 7-12, female",Spain,1,1
17151,"Population, ages 7-12, female",Sweden,1,1
17152,"Population, ages 7-12, female",Switzerland,1,1
17153,"Population, ages 7-12, female",United Kingdom,1,1
17154,"Population, ages 7-12, male",Austria,1,1
17155,"Population, ages 7-12, male",Belgium,1,1
17156,"Population, ages 7-12, male",Bulgaria,1,1
17157,"Population, ages 7-12, male",Denmark,1,1
17158,"Population, ages 7-12, male",Finland,1,1
17159,"Population, ages 7-12, male",France,1,1
17160,"Population, ages 7-12, male",Germany,1,1
17161,"Population, ages 7-12, male",Greece,1,1
17162,"Population, ages 7-12, male",Hungary,1,1
17163,"Population, ages 7-12, male",Ireland,1,1
17164,"Population, ages 7-12, male",Italy,1,1
17165,"Population, ages 7-12, male",Netherlands,1,1
17166,"Population, ages 7-12, male",Norway,1,1
17167,"Population, ages 7-12, male",Portugal,1,1
17168,"Population, ages 7-12, male",Spain,1,1
17169,"Population, ages 7-12, male",Sweden,1,1
17170,"Population, ages 7-12, male",Switzerland,1,1
17171,"Population, ages 7-12, male",United Kingdom,1,1
17172,"Population, ages 7-12, total",Austria,1,1
17173,"Population, ages 7-12, total",Belgium,1,1
17174,"Population, ages 7-12, total",Bulgaria,1,1
17175,"Population, ages 7-12, total",Denmark,1,1
17176,"Population, ages 7-12, total",Finland,1,1
17177,"Population, ages 7-12, total",France,1,1
17178,"Population, ages 7-12, total",Germany,1,1
17179,"Population, ages 7-12, total",Greece,1,1
17180,"Population, ages 7-12, total",Hungary,1,1
17181,"Population, ages 7-12, total",Ireland,1,1
17182,"Population, ages 7-12, total",Italy,1,1
17183,"Population, ages 7-12, total",Netherlands,1,1
17184,"Population, ages 7-12, total",Norway,1,1
17185,"Population, ages 7-12, total",Portugal,1,1
17186,"Population, ages 7-12, total",Spain,1,1
17187,"Population, ages 7-12, total",Sweden,1,1
17188,"Population, ages 7-12, total",Switzerland,1,1
17189,"Population, ages 7-12, total",United Kingdom,1,1
17190,"Population, ages 7-13, female",Austria,1,1
17191,"Population, ages 7-13, female",Belgium,1,1
17192,"Population, ages 7-13, female",Bulgaria,1,1
17193,"Population, ages 7-13, female",Denmark,1,1
17194,"Population, ages 7-13, female",Finland,1,1
17195,"Population, ages 7-13, female",France,1,1
17196,"Population, ages 7-13, female",Germany,1,1
17197,"Population, ages 7-13, female",Greece,1,1
17198,"Population, ages 7-13, female",Hungary,1,1
17199,"Population, ages 7-13, female",Ireland,1,1
17200,"Population, ages 7-13, female",Italy,1,1
17201,"Population, ages 7-13, female",Netherlands,1,1
17202,"Population, ages 7-13, female",Norway,1,1
17203,"Population, ages 7-13, female",Portugal,1,1
17204,"Population, ages 7-13, female",Spain,1,1
17205,"Population, ages 7-13, female",Sweden,1,1
17206,"Population, ages 7-13, female",Switzerland,1,1
17207,"Population, ages 7-13, female",United Kingdom,1,1
17208,"Population, ages 7-13, male",Austria,1,1
17209,"Population, ages 7-13, male",Belgium,1,1
17210,"Population, ages 7-13, male",Bulgaria,1,1
17211,"Population, ages 7-13, male",Denmark,1,1
17212,"Population, ages 7-13, male",Finland,1,1
17213,"Population, ages 7-13, male",France,1,1
17214,"Population, ages 7-13, male",Germany,1,1
17215,"Population, ages 7-13, male",Greece,1,1
17216,"Population, ages 7-13, male",Hungary,1,1
17217,"Population, ages 7-13, male",Ireland,1,1
17218,"Population, ages 7-13, male",Italy,1,1
17219,"Population, ages 7-13, male",Netherlands,1,1
17220,"Population, ages 7-13, male",Norway,1,1
17221,"Population, ages 7-13, male",Portugal,1,1
17222,"Population, ages 7-13, male",Spain,1,1
17223,"Population, ages 7-13, male",Sweden,1,1
17224,"Population, ages 7-13, male",Switzerland,1,1
17225,"Population, ages 7-13, male",United Kingdom,1,1
17226,"Population, ages 7-13, total",Austria,1,1
17227,"Population, ages 7-13, total",Belgium,1,1
17228,"Population, ages 7-13, total",Bulgaria,1,1
17229,"Population, ages 7-13, total",Denmark,1,1
17230,"Population, ages 7-13, total",Finland,1,1
17231,"Population, ages 7-13, total",France,1,1
17232,"Population, ages 7-13, total",Germany,1,1
17233,"Population, ages 7-13, total",Greece,1,1
17234,"Population, ages 7-13, total",Hungary,1,1
17235,"Population, ages 7-13, total",Ireland,1,1
17236,"Population, ages 7-13, total",Italy,1,1
17237,"Population, ages 7-13, total",Netherlands,1,1
17238,"Population, ages 7-13, total",Norway,1,1
17239,"Population, ages 7-13, total",Portugal,1,1
17240,"Population, ages 7-13, total",Spain,1,1
17241,"Population, ages 7-13, total",Sweden,1,1
17242,"Population, ages 7-13, total",Switzerland,1,1
17243,"Population, ages 7-13, total",United Kingdom,1,1
17244,"Population, ages 7-9, female",Austria,1,1
17245,"Population, ages 7-9, female",Belgium,1,1
17246,"Population, ages 7-9, female",Bulgaria,1,1
17247,"Population, ages 7-9, female",Denmark,1,1
17248,"Population, ages 7-9, female",Finland,1,1
17249,"Population, ages 7-9, female",France,1,1
17250,"Population, ages 7-9, female",Germany,1,1
17251,"Population, ages 7-9, female",Greece,1,1
17252,"Population, ages 7-9, female",Hungary,1,1
17253,"Population, ages 7-9, female",Ireland,1,1
17254,"Population, ages 7-9, female",Italy,1,1
17255,"Population, ages 7-9, female",Netherlands,1,1
17256,"Population, ages 7-9, female",Norway,1,1
17257,"Population, ages 7-9, female",Portugal,1,1
17258,"Population, ages 7-9, female",Spain,1,1
17259,"Population, ages 7-9, female",Sweden,1,1
17260,"Population, ages 7-9, female",Switzerland,1,1
17261,"Population, ages 7-9, female",United Kingdom,1,1
17262,"Population, ages 7-9, male",Austria,1,1
17263,"Population, ages 7-9, male",Belgium,1,1
17264,"Population, ages 7-9, male",Bulgaria,1,1
17265,"Population, ages 7-9, male",Denmark,1,1
17266,"Population, ages 7-9, male",Finland,1,1
17267,"Population, ages 7-9, male",France,1,1
17268,"Population, ages 7-9, male",Germany,1,1
17269,"Population, ages 7-9, male",Greece,1,1
17270,"Population, ages 7-9, male",Hungary,1,1
17271,"Population, ages 7-9, male",Ireland,1,1
17272,"Population, ages 7-9, male",Italy,1,1
17273,"Population, ages 7-9, male",Netherlands,1,1
17274,"Population, ages 7-9, male",Norway,1,1
17275,"Population, ages 7-9, male",Portugal,1,1
17276,"Population, ages 7-9, male",Spain,1,1
17277,"Population, ages 7-9, male",Sweden,1,1
17278,"Population, ages 7-9, male",Switzerland,1,1
17279,"Population, ages 7-9, male",United Kingdom,1,1
17280,"Population, ages 7-9, total",Austria,1,1
17281,"Population, ages 7-9, total",Belgium,1,1
17282,"Population, ages 7-9, total",Bulgaria,1,1
17283,"Population, ages 7-9, total",Denmark,1,1
17284,"Population, ages 7-9, total",Finland,1,1
17285,"Population, ages 7-9, total",France,1,1
17286,"Population, ages 7-9, total",Germany,1,1
17287,"Population, ages 7-9, total",Greece,1,1
17288,"Population, ages 7-9, total",Hungary,1,1
17289,"Population, ages 7-9, total",Ireland,1,1
17290,"Population, ages 7-9, total",Italy,1,1
17291,"Population, ages 7-9, total",Netherlands,1,1
17292,"Population, ages 7-9, total",Norway,1,1
17293,"Population, ages 7-9, total",Portugal,1,1
17294,"Population, ages 7-9, total",Spain,1,1
17295,"Population, ages 7-9, total",Sweden,1,1
17296,"Population, ages 7-9, total",Switzerland,1,1
17297,"Population, ages 7-9, total",United Kingdom,1,1
17298,"Population, female",Austria,1,1
17299,"Population, female",Belgium,1,1
17300,"Population, female",Bulgaria,1,1
17301,"Population, female",Denmark,1,1
17302,"Population, female",Finland,1,1
17303,"Population, female",France,1,1
17304,"Population, female",Germany,1,1
17305,"Population, female",Greece,1,1
17306,"Population, female",Hungary,1,1
17307,"Population, female",Ireland,1,1
17308,"Population, female",Italy,1,1
17309,"Population, female",Netherlands,1,1
17310,"Population, female",Norway,1,1
17311,"Population, female",Portugal,1,1
17312,"Population, female",Spain,1,1
17313,"Population, female",Sweden,1,1
17314,"Population, female",Switzerland,1,1
17315,"Population, female",United Kingdom,1,1
17316,"Population, female (% of total)",Austria,1,1
17317,"Population, female (% of total)",Belgium,1,1
17318,"Population, female (% of total)",Bulgaria,1,1
17319,"Population, female (% of total)",Denmark,1,1
17320,"Population, female (% of total)",Finland,1,1
17321,"Population, female (% of total)",France,1,1
17322,"Population, female (% of total)",Germany,1,1
17323,"Population, female (% of total)",Greece,1,1
17324,"Population, female (% of total)",Hungary,1,1
17325,"Population, female (% of total)",Ireland,1,1
17326,"Population, female (% of total)",Italy,1,1
17327,"Population, female (% of total)",Netherlands,1,1
17328,"Population, female (% of total)",Norway,1,1
17329,"Population, female (% of total)",Portugal,1,1
17330,"Population, female (% of total)",Spain,1,1
17331,"Population, female (% of total)",Sweden,1,1
17332,"Population, female (% of total)",Switzerland,1,1
17333,"Population, female (% of total)",United Kingdom,1,1
17334,"Population, male",Austria,1,1
17335,"Population, male",Belgium,1,1
17336,"Population, male",Bulgaria,1,1
17337,"Population, male",Denmark,1,1
17338,"Population, male",Finland,1,1
17339,"Population, male",France,1,1
17340,"Population, male",Germany,1,1
17341,"Population, male",Greece,1,1
17342,"Population, male",Hungary,1,1
17343,"Population, male",Ireland,1,1
17344,"Population, male",Italy,1,1
17345,"Population, male",Netherlands,1,1
17346,"Population, male",Norway,1,1
17347,"Population, male",Portugal,1,1
17348,"Population, male",Spain,1,1
17349,"Population, male",Sweden,1,1
17350,"Population, male",Switzerland,1,1
17351,"Population, male",United Kingdom,1,1
17352,"Population, male (% of total)",Austria,1,1
17353,"Population, male (% of total)",Belgium,1,1
17354,"Population, male (% of total)",Bulgaria,1,1
17355,"Population, male (% of total)",Denmark,1,1
17356,"Population, male (% of total)",Finland,1,1
17357,"Population, male (% of total)",France,1,1
17358,"Population, male (% of total)",Germany,1,1
17359,"Population, male (% of total)",Greece,1,1
17360,"Population, male (% of total)",Hungary,1,1
17361,"Population, male (% of total)",Ireland,1,1
17362,"Population, male (% of total)",Italy,1,1
17363,"Population, male (% of total)",Netherlands,1,1
17364,"Population, male (% of total)",Norway,1,1
17365,"Population, male (% of total)",Portugal,1,1
17366,"Population, male (% of total)",Spain,1,1
17367,"Population, male (% of total)",Sweden,1,1
17368,"Population, male (% of total)",Switzerland,1,1
17369,"Population, male (% of total)",United Kingdom,1,1
17370,"Population, total",Austria,1,1
17371,"Population, total",Belgium,1,1
17372,"Population, total",Bulgaria,1,1
17373,"Population, total",Denmark,1,1
17374,"Population, total",Finland,1,1
17375,"Population, total",France,1,1
17376,"Population, total",Germany,1,1
17377,"Population, total",Greece,1,1
17378,"Population, total",Hungary,1,1
17379,"Population, total",Ireland,1,1
17380,"Population, total",Italy,1,1
17381,"Population, total",Netherlands,1,1
17382,"Population, total",Norway,1,1
17383,"Population, total",Portugal,1,1
17384,"Population, total",Spain,1,1
17385,"Population, total",Sweden,1,1
17386,"Population, total",Switzerland,1,1
17387,"Population, total",United Kingdom,1,1
17388,Pupil-teacher ratio in primary education (headcount basis),Austria,1,1
17389,Pupil-teacher ratio in primary education (headcount basis),Belgium,1,1
17390,Pupil-teacher ratio in primary education (headcount basis),Bulgaria,1,1
17391,Pupil-teacher ratio in primary education (headcount basis),Denmark,1,1
17392,Pupil-teacher ratio in primary education (headcount basis),Finland,1,1
17393,Pupil-teacher ratio in primary education (headcount basis),France,1,1
17394,Pupil-teacher ratio in primary education (headcount basis),Germany,1,1
17395,Pupil-teacher ratio in primary education (headcount basis),Greece,1,1
